frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,image
324,0,0.0,0.93,1,0.71,0.73,0.24,0.29,0.0,0.78,0.0,0.86,0.2,0.0,0.0,0.08,0.1,0.03,1.04,3.55,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_042_2.jpg
325,0,0.0,0.98,1,0.48,0.5,0.17,0.19,0.62,0.59,0.32,1.28,1.11,0.68,0.0,0.74,0.1,0.51,0.85,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_042_3.jpg
326,0,0.0,0.98,1,0.27,0.34,0.06,0.13,1.23,0.29,0.6,1.59,2.04,1.46,0.0,1.34,0.04,1.04,0.51,1.59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_043_1.jpg
327,0,0.0,0.98,1,0.0,0.05,0.01,0.0,1.9,0.34,0.84,1.67,2.92,2.03,0.0,1.95,0.0,1.33,0.61,0.23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_043_2.jpg
328,0,0.0,0.98,1,0.41,0.66,0.0,0.0,1.75,0.73,0.69,1.56,2.6,1.49,0.15,2.0,0.0,0.85,0.55,0.12,0.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_043_3.jpg
329,0,0.0,0.98,1,0.85,1.09,0.0,0.0,1.66,1.27,0.58,1.46,2.3,0.96,0.18,2.07,0.0,0.32,0.46,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_1.jpg
330,0,0.0,0.98,1,1.28,1.57,0.0,0.0,1.51,1.52,0.5,1.37,2.0,0.57,0.29,2.09,0.0,0.0,0.0,0.0,0.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_2.jpg
331,0,0.0,0.98,1,0.97,0.96,0.61,0.0,2.08,1.91,0.34,2.1,2.53,0.88,0.74,2.86,0.47,0.85,0.71,0.65,0.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_3.jpg
332,0,0.0,0.88,1,0.77,0.48,1.29,0.0,2.52,2.24,0.24,2.7,3.0,0.85,1.21,3.56,0.85,1.65,1.52,1.19,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_1.jpg
333,0,0.0,0.98,1,0.59,0.0,2.04,0.0,2.98,2.52,0.16,3.34,3.47,0.97,1.59,4.28,1.23,2.44,2.28,1.72,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_2.jpg
334,0,0.0,0.98,1,0.49,0.0,2.5,0.0,2.62,1.71,0.16,2.84,3.4,1.35,0.99,3.29,0.76,1.88,1.57,1.71,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_3.jpg
335,0,0.0,0.98,1,0.25,0.1,3.12,0.0,2.43,0.87,0.08,2.42,3.38,1.86,0.48,2.28,0.38,1.44,0.77,1.62,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sana_clip_047_1.jpg
336,0,0.0,0.98,1,0.0,0.4,3.16,0.0,1.96,0.04,0.0,2.21,3.31,2.63,0.21,1.42,0.0,1.08,0.0,1.61,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sana_clip_047_2.jpg
337,0,0.0,0.98,1,1.67,0.85,2.09,0.0,1.58,1.18,0.0,1.76,2.27,1.98,0.82,2.14,0.72,0.79,0.01,1.67,0.23,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sana_clip_047_3.jpg
338,0,0.0,0.88,1,3.33,1.57,0.79,0.0,1.1,2.16,0.09,1.45,1.29,1.47,1.31,2.86,1.2,0.42,0.01,1.78,0.59,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sana_clip_048_1.jpg
339,0,0.0,0.98,1,5.0,2.14,0.06,0.0,0.94,3.23,0.2,1.0,0.49,0.65,1.75,3.46,1.58,0.0,0.01,1.71,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,sana_clip_048_2.jpg
340,0,0.0,0.93,1,3.33,1.69,0.17,0.03,0.7,2.09,0.23,1.19,0.63,1.0,1.57,2.69,1.01,0.47,0.0,1.05,0.95,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,sana_clip_048_3.jpg
341,0,0.0,0.98,1,1.77,0.88,0.17,0.11,0.61,1.07,0.2,1.47,0.75,1.27,1.65,2.23,0.61,0.71,0.0,0.66,0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_049_1.jpg
342,0,0.0,0.98,1,0.33,0.0,0.11,0.25,0.41,0.0,0.12,1.79,0.78,1.54,1.58,1.74,0.35,0.82,0.0,0.36,0.72,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_049_2.jpg
343,0,0.0,0.98,1,0.33,0.0,0.0,0.23,1.42,0.73,0.09,1.7,1.56,1.53,1.15,1.46,0.41,0.35,0.21,0.32,0.54,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_049_3.jpg
344,0,0.0,0.98,1,0.23,0.0,0.0,0.14,2.35,1.44,0.02,1.47,2.27,1.65,0.58,1.04,0.73,0.11,0.43,0.16,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_050_1.jpg
345,0,0.0,0.98,1,0.0,0.0,0.0,0.0,3.34,2.15,0.0,1.22,2.95,1.71,0.0,0.67,1.05,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sana_clip_050_2.jpg
346,0,0.0,0.98,1,0.2,0.22,0.0,0.0,3.13,1.48,0.0,1.35,2.82,1.96,0.0,0.51,0.83,0.0,0.78,0.21,0.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sana_clip_050_3.jpg
347,0,0.0,0.93,1,0.44,0.46,0.0,0.0,2.82,0.85,0.0,1.33,2.71,1.94,0.0,0.26,0.44,0.0,0.71,0.21,1.11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_051_1.jpg
348,0,0.0,0.93,1,0.94,0.88,0.0,0.0,2.52,0.41,0.0,1.36,2.63,1.96,0.0,0.02,0.0,0.0,0.93,0.48,1.69,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_051_2.jpg
349,0,0.0,0.93,1,0.73,0.66,0.0,0.0,2.18,0.98,0.0,1.41,2.78,1.59,0.0,0.05,0.0,0.0,1.19,0.69,1.36,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_051_3.jpg
350,0,0.0,0.98,1,0.49,0.42,0.0,0.0,1.88,1.69,0.0,1.5,2.89,1.39,0.0,0.1,0.0,0.0,1.67,1.2,0.95,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sana_clip_052_1.jpg
351,0,0.0,0.98,1,0.0,0.0,0.0,0.0,1.49,2.09,0.0,1.49,3.03,1.12,0.0,0.16,0.0,0.0,1.83,1.36,0.64,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sana_clip_052_2.jpg
352,0,0.0,0.98,1,0.0,0.0,0.07,0.0,1.85,2.16,0.0,1.84,3.11,1.58,0.0,0.12,0.0,0.0,1.75,1.06,0.62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sana_clip_052_3.jpg
353,0,0.0,0.98,1,0.0,0.0,0.14,0.0,2.3,2.15,0.0,2.18,3.26,2.04,0.0,0.07,0.0,0.0,1.59,0.61,0.43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_053_1.jpg
354,0,0.0,0.98,1,0.0,0.0,0.22,0.0,2.88,2.27,0.0,2.58,3.44,2.67,0.0,0.0,0.0,0.0,1.41,0.2,0.36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_053_2.jpg
355,0,0.0,0.98,1,0.0,0.39,0.15,0.0,2.85,1.97,0.0,2.5,3.25,2.37,0.0,0.02,0.0,0.0,1.44,0.21,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_053_3.jpg
356,0,0.0,0.98,1,0.0,0.74,0.08,0.0,2.71,1.62,0.03,2.33,2.95,2.05,0.0,0.1,0.0,0.0,1.45,0.38,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_054_1.jpg
357,0,0.0,0.98,1,0.0,1.09,0.0,0.0,2.5,1.31,0.07,2.17,2.59,1.73,0.0,0.2,0.0,0.0,1.44,0.48,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_054_2.jpg
358,0,0.0,0.98,1,0.73,0.91,0.57,0.0,1.72,1.18,0.07,1.66,1.69,1.47,0.99,1.32,0.81,0.07,0.92,0.74,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_054_3.jpg
359,0,0.0,0.88,1,1.44,0.72,1.16,0.0,0.98,1.12,0.03,1.33,0.85,1.01,1.93,2.56,1.64,0.15,0.43,0.77,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_055_1.jpg
360,0,0.0,0.88,1,2.18,0.53,1.88,0.0,0.27,1.09,0.0,1.03,0.06,0.39,3.6,3.72,2.68,0.46,0.0,0.63,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_055_2.jpg
361,0,0.0,0.82,1,1.45,0.31,1.31,0.0,0.65,1.38,0.0,1.41,1.1,0.58,2.66,2.6,1.87,0.39,0.3,0.25,0.49,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_055_3.jpg
362,0,0.0,0.98,1,0.74,0.15,0.72,0.0,0.95,1.16,0.0,1.69,2.28,0.88,1.73,1.39,1.04,0.31,0.75,0.0,1.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_056_1.jpg
363,0,0.0,0.93,1,0.29,0.0,0.08,0.0,1.3,1.42,0.0,1.38,3.05,1.42,0.19,0.76,0.0,0.25,0.97,0.0,1.36,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_056_2.jpg
364,0,0.0,0.77,1,0.29,0.0,0.08,0.0,1.48,1.26,0.0,1.0,2.71,1.28,0.14,0.73,0.0,0.25,1.11,0.21,1.03,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_056_3.jpg
365,0,0.0,0.98,1,0.29,0.0,0.08,0.0,1.86,1.64,0.0,0.85,2.39,1.31,0.14,0.67,0.0,0.35,1.21,0.3,0.38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_057_1.jpg
366,0,0.0,0.98,1,0.0,0.0,0.0,0.0,2.24,1.1,0.0,1.31,2.49,1.35,0.0,0.05,0.0,0.2,1.59,0.41,0.38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_057_2.jpg
367,0,0.0,0.98,1,0.0,0.0,0.0,0.0,2.31,1.23,0.0,1.72,2.48,1.3,0.0,0.44,0.12,0.2,1.57,0.6,0.47,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_057_3.jpg
368,0,0.0,0.98,1,0.0,0.0,0.0,0.0,2.24,1.1,0.0,1.88,2.32,1.19,0.01,0.78,0.17,0.1,1.35,0.83,0.62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_058_1.jpg
369,0,0.0,0.98,1,0.0,0.0,0.0,0.0,2.06,1.35,0.0,2.05,2.15,1.08,0.01,1.04,0.26,0.0,1.17,1.03,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,sana_clip_058_2.jpg
370,0,0.0,0.98,1,0.0,0.0,0.15,0.0,2.78,1.7,0.67,2.71,2.45,1.76,0.75,1.6,1.07,0.3,1.08,0.84,0.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,sana_clip_058_3.jpg
371,0,0.0,0.98,1,0.0,0.0,0.38,0.0,3.49,2.28,1.37,3.38,2.7,2.33,1.17,2.38,1.7,0.77,1.06,0.62,0.09,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_059_1.jpg
372,0,0.0,0.98,1,0.0,0.0,0.71,0.0,4.22,2.78,2.07,3.87,2.94,2.74,1.7,3.19,2.52,1.33,0.8,0.38,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_059_2.jpg
373,0,0.0,0.98,1,0.14,0.0,0.57,0.0,2.88,1.92,1.55,3.17,2.06,1.75,1.02,2.84,1.59,1.6,0.47,0.57,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_059_3.jpg
374,0,0.0,0.82,1,0.24,0.0,0.39,0.0,1.8,0.93,0.85,2.77,1.52,0.88,0.59,2.18,0.91,1.58,0.15,0.64,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_060_1.jpg
375,0,0.0,0.88,1,0.38,0.0,0.19,0.0,0.41,0.01,0.21,2.19,0.66,0.0,0.06,1.79,0.0,1.63,0.0,0.88,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,sana_clip_060_2.jpg
376,0,0.0,0.82,1,0.38,0.0,0.19,0.26,0.73,0.34,0.07,1.68,1.2,0.0,0.01,1.29,0.0,1.06,0.14,0.48,0.64,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sana_clip_060_3.jpg
377,0,0.0,0.93,1,0.43,0.0,0.13,0.28,0.93,0.99,0.07,1.09,1.63,0.14,0.01,0.83,0.0,0.61,0.25,0.31,1.76,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sana_clip_061_1.jpg
378,0,0.0,0.98,1,0.28,0.0,0.0,0.28,1.51,1.76,0.0,0.93,2.46,0.23,0.0,0.13,0.0,0.0,0.33,0.0,2.98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sana_clip_061_2.jpg
379,0,0.0,0.98,1,0.15,0.0,0.0,0.03,1.45,1.74,0.0,0.94,2.46,0.37,0.07,0.22,0.0,0.0,0.23,0.12,2.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_061_3.jpg
380,0,0.0,0.98,1,0.0,0.0,0.01,0.0,1.31,1.32,0.0,0.76,2.29,0.37,0.16,0.43,0.0,0.0,0.16,0.19,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_062_1.jpg
381,0,0.0,0.98,1,0.0,0.0,0.05,0.0,1.08,0.92,0.0,0.48,1.99,0.41,0.35,0.64,0.0,0.0,0.1,0.38,1.16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_062_2.jpg
382,0,0.0,0.98,1,0.0,0.0,0.05,0.0,1.36,1.14,0.0,1.24,2.43,0.92,0.28,0.45,0.0,0.0,0.68,0.26,1.13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_062_3.jpg
383,0,0.0,0.98,1,0.0,0.0,0.04,0.0,1.65,1.34,0.0,2.02,2.83,1.5,0.18,0.21,0.0,0.0,1.27,0.19,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_063_1.jpg
384,0,0.0,0.98,1,0.0,0.0,0.0,0.0,1.95,1.45,0.0,2.75,3.25,2.03,0.0,0.0,0.0,0.0,1.89,0.0,0.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_063_2.jpg
385,0,0.0,0.98,1,0.02,0.0,0.3,0.0,1.52,1.24,0.0,2.05,2.85,1.53,0.0,0.0,0.0,0.0,1.26,0.0,0.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_063_3.jpg
386,0,0.0,0.98,1,0.02,0.0,0.63,0.0,1.11,1.21,0.0,1.39,2.54,1.03,0.0,0.0,0.0,0.0,0.64,0.0,0.34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_064_1.jpg
387,0,0.0,0.98,1,0.02,0.0,1.03,0.0,0.88,0.74,0.06,0.49,1.82,0.7,0.0,0.35,0.11,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_064_2.jpg
388,0,0.0,0.82,1,0.27,0.0,0.73,0.0,0.97,0.57,0.06,0.58,1.36,0.55,0.19,0.44,0.11,0.0,0.65,1.06,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_064_3.jpg
389,0,0.0,0.98,1,0.54,0.0,0.4,0.0,0.95,0.39,0.06,0.76,0.64,0.4,0.38,0.78,0.11,0.0,1.31,2.38,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_065_1.jpg
390,0,0.0,0.98,1,0.75,0.0,0.0,0.0,0.88,0.55,0.0,0.97,0.68,0.2,0.52,0.42,0.0,0.0,1.93,2.96,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_065_2.jpg
391,0,0.0,0.98,1,0.48,0.0,0.0,0.23,0.6,0.83,0.0,0.67,0.49,0.19,0.49,0.34,0.04,0.0,1.28,2.23,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_065_3.jpg
392,0,0.0,0.93,1,0.72,0.18,0.0,0.49,0.34,0.64,0.0,0.24,0.67,0.14,0.43,0.0,0.05,0.0,1.32,0.98,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_066_1.jpg
393,0,0.0,0.98,1,1.11,0.24,0.0,0.49,0.0,0.63,0.13,0.01,0.64,0.0,0.45,0.0,0.34,0.0,1.18,0.31,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_066_2.jpg
394,0,0.0,0.98,1,1.14,0.24,0.05,0.26,0.84,0.96,0.34,0.43,1.62,0.52,0.29,0.0,0.3,0.0,1.41,0.16,0.05,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_066_3.jpg
395,0,0.0,0.98,1,0.63,0.06,0.07,0.0,1.71,1.69,0.49,0.84,2.47,0.99,0.17,0.0,0.29,0.0,1.02,0.09,0.05,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_067_1.jpg
396,0,0.0,0.98,1,0.04,0.0,0.1,0.0,2.56,2.34,0.49,1.21,3.19,1.49,0.0,0.0,0.0,0.0,0.78,0.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_067_2.jpg
397,0,0.0,0.98,1,0.58,0.44,0.05,0.39,1.77,1.78,0.39,0.8,2.13,0.97,0.0,0.86,1.06,0.55,0.55,0.75,0.06,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,sana_clip_067_3.jpg
398,0,0.0,0.88,1,1.44,1.26,0.03,0.39,0.89,1.39,0.39,0.39,1.07,0.49,0.0,1.81,2.06,1.09,0.25,1.79,0.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_068_1.jpg
399,0,0.0,0.73,0,1.89,1.58,0.0,0.74,0.04,0.77,0.31,0.0,0.0,0.0,0.0,2.49,2.78,1.92,0.0,2.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_068_2.jpg
400,0,0.0,0.98,1,1.31,1.15,0.0,0.35,0.21,0.6,0.45,0.25,0.61,0.0,0.14,1.98,2.0,1.37,0.0,1.66,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_068_3.jpg
401,0,0.0,0.98,1,0.45,0.33,0.0,0.35,0.51,0.33,0.6,0.59,1.26,0.09,0.46,1.32,1.3,0.83,0.0,0.61,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_069_1.jpg
402,0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.8,0.3,0.77,0.93,1.95,0.11,0.67,0.98,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_069_2.jpg
403,0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.85,0.42,0.68,1.01,2.05,0.04,0.65,1.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_069_3.jpg
